,Name,Date,Time,Category,SubCategory,Max,Min,SalesStart,SalesEnd,Status,City,State,Latitude,Longitude,Description,Currency,URL,ID,Venues
55,Monster Jam,2024-03-09,19:00:00,Motorsports/Racing,Motorsports/Racing,110.0,25.0,2023-11-21 17:00:00,2024-03-10 04:00:00,onsale,El Paso,Texas,31.8082647,-106.5018386,"Enjoy big-time family fun at Monster Jam, where the world's best drivers and their 12,000-pound monster trucks tear up the dirt in wide-open competitions of speed and skill. Witness massive stunts, big-air, backflips and fierce head-to-head battles for the Event Championship. You'll be on the edge of your seat watching the world's most popular trucks like Grave Digger, Max-D, Megalodon and more push the limits in Freestyle, Skills and Racing competitions. Make memories to last a lifetime. Monster Jam. As Big As It Gets!",USD,https://www.ticketmaster.com/monster-jam-el-paso-texas-03-09-2024/event/0C005F07F9014BAA,vvG1YZ9YLyZfmn,N/A
56,Detroit Red Wings vs. Florida Panthers,2024-03-02,15:00:00,Hockey,NHL,391.0,75.0,2023-08-04 14:00:00,2024-03-02 21:00:00,onsale,Detroit,Michigan,42.341089,-83.055434,"Bags, Purses, Clutches larger than 4"" x 6"" x 1.5"" are prohibited. Diaper Bags and Medical Bags are permitted and should be no larger than 14"" x 14"" x 6"". The venue is CASHLESS. All tickets are MOBILE. Please download the Ticketmaster App to view and manage your tickets. Please plan to arrive early to reduce your wait time to enter the venue.",USD,https://www.ticketmaster.com/detroit-red-wings-vs-florida-panthers-detroit-michigan-03-02-2024/event/08005ED5C3B63CA1,vvG1OZ9c9dcNw-,N/A
57,Indiana Pacers vs. Los Angeles Lakers,2024-03-29,19:00:00,Basketball,NBA,1178.0,102.0,2023-09-27 18:00:00,2024-03-30 00:00:00,onsale,Indianapolis,Indiana,39.764064,-86.155507,N/A,USD,https://www.ticketmaster.com/indiana-pacers-vs-los-angeles-lakers-indianapolis-indiana-03-29-2024/event/05005F10E63D5B55,vvG1fZ9sdJ24c4,N/A
58,New York Yankees vs. Toronto Blue Jays,2024-04-05,13:05:00,Baseball,MLB,575.0,85.0,2024-01-23 19:00:00,2024-04-05 17:05:00,onsale,Bronx,New York,40.8285237,-73.9276264,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 011 to behind home plate to Section 029. For more information, please visit yankees.com/netting. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-vs-toronto-blue-bronx-new-york-04-05-2024/event/1D005F26CC034BF3,G5vVZ9whGZVRS,N/A
59,Brooklyn Nets v. Los Angeles Lakers,2024-03-31,18:00:00,Basketball,NBA,7600.0,219.0,2023-08-17 19:00:00,2024-03-31 23:00:00,onsale,Brooklyn,New York,40.68285,-73.97519,N/A,USD,https://www.ticketmaster.com/brooklyn-nets-v-los-angeles-lakers-brooklyn-new-york-03-31-2024/event/30005F03CE5F319F,G5dZZ9Y2C9SkL,N/A
60,P!NK Live 2024,2024-11-14,19:30:00,Rock,Pop,404.95,64.95,2024-01-26 15:00:00,2024-11-15 01:30:00,onsale,Atlanta,Georgia,33.757796,-84.394569,N/A,USD,https://www.ticketmaster.com/pnk-live-2024-atlanta-georgia-11-14-2024/event/0E006032EDCD3EA4,vvG1zZbd5cSKB0,N/A
61,Los Angeles Lakers vs Washington Wizards,2024-02-29,19:30:00,Basketball,NBA,5100.0,59.0,2023-08-25 19:00:00,2024-03-01 03:30:00,onsale,Los Angeles,California,34.043003,-118.267253,N/A,USD,https://www.ticketmaster.com/los-angeles-lakers-vs-washington-wizards-los-angeles-california-02-29-2024/event/2C005F109C240D3C,G5eYZ9sejaZVH,N/A
62,P!NK Live 2024,2024-11-20,19:30:00,Rock,Pop,362.95,62.95,2024-01-26 15:00:00,2024-11-21 02:30:00,onsale,Columbia,South Carolina,33.9942619,-81.036104,N/A,USD,https://www.ticketmaster.com/pnk-live-2024-columbia-south-carolina-11-20-2024/event/2D00603217F86FD2,G5eVZbdF9XkT3,N/A
63,P!NK: Summer Carnival 2024,2024-11-23,18:30:00,Rock,Pop,299.95,49.95,2023-12-11 15:00:00,2024-11-24 03:00:00,onsale,Miami,Florida,25.778046,-80.219716,N/A,USD,https://www.ticketmaster.com/pnk-summer-carnival-2024-miami-florida-11-23-2024/event/0D005F67D9CF1BD5,vvG1VZ9UL_SsR4,N/A
64,Los Angeles Dodgers vs. Los Angeles Angels,2024-03-24,16:10:00,Baseball,MLB,0.0,0.0,1900-01-01 18:00:00,2024-03-24 23:10:00,onsale,Los Angeles,California,34.0658,-118.2388,N/A,N/A,https://www.ticketmaster.com/event/Z7r9jZ1A7ZSQ8,Z7r9jZ1A7ZSQ8,N/A
65,Eagles - The Long Goodbye,2024-03-01,19:30:00,Rock,Pop,756.0,206.0,2023-11-03 14:00:00,2024-03-02 02:30:00,onsale,Hollywood,Florida,26.0503384,-80.2109577,N/A,USD,https://www.ticketmaster.com/eagles-the-long-goodbye-hollywood-florida-03-01-2024/event/0D005F58850412BB,vvG1VZ9gxAvv1D,N/A
66,Boston Bruins vs. Vegas Golden Knights,2024-02-29,19:00:00,Hockey,NHL,1565.5,110.0,2023-06-28 18:00:00,2024-03-01 01:00:00,onsale,Boston,Massachusetts,42.365841,-71.060724,N/A,USD,https://www.ticketmaster.com/boston-bruins-vs-vegas-golden-knights-boston-massachusetts-02-29-2024/event/01005ED7EF0473AE,vvG17Z9cLRv6Cm,N/A
67,Indiana Pacers vs. Dallas Mavericks,2024-02-25,17:00:00,Basketball,NBA,999.0,55.0,2023-09-27 18:00:00,2024-02-25 23:00:00,offsale,Indianapolis,Indiana,39.764064,-86.155507,N/A,USD,https://www.ticketmaster.com/indiana-pacers-vs-dallas-mavericks-indianapolis-indiana-02-25-2024/event/05005F10E6275B28,vvG1fZ9sdJagiI,N/A
68,Seattle Kraken vs. Boston Bruins,2024-02-26,19:00:00,Hockey,NHL,570.0,50.0,2023-07-10 17:00:00,2024-02-27 04:00:00,onsale,Seattle,Washington,47.6221261,-122.35401604,N/A,USD,https://www.ticketmaster.com/seattle-kraken-vs-boston-bruins-seattle-washington-02-26-2024/event/0F005EBFC33D4AB5,vvG1HZ9lTd2fng,N/A
69,Disney On Ice presents Find Your Hero,2024-03-02,15:00:00,Ice Shows,Ice Shows,135.0,35.0,2023-10-17 14:00:00,2024-03-02 20:30:00,onsale,Pittsburgh,Pennsylvania,40.4388401,-79.9908551,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-pittsburgh-pennsylvania-03-02-2024/event/16005F0AED583A2F,G5vbZ9YlcpdIR,N/A
70,Sacramento Kings vs. Los Angeles Lakers,2024-03-13,19:00:00,Basketball,NBA,924.0,40.0,2023-08-18 19:00:00,2024-03-14 03:30:00,onsale,Sacramento,California,38.580372,-121.500231,N/A,USD,https://www.ticketmaster.com/sacramento-kings-vs-los-angeles-lakers-sacramento-california-03-13-2024/event/1C005F0E85F01D1E,G5vYZ9YBAHvVr,N/A
71,Disney On Ice presents Find Your Hero,2024-03-02,11:00:00,Ice Shows,Ice Shows,135.0,30.0,2023-10-17 14:00:00,2024-03-02 16:30:00,onsale,Pittsburgh,Pennsylvania,40.4388401,-79.9908551,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-pittsburgh-pennsylvania-03-02-2024/event/16005F0AED553A18,G5vbZ9Ylc4KIb,N/A
72,Los Angeles Lakers vs Milwaukee Bucks,2024-03-08,19:00:00,Basketball,NBA,5600.0,93.0,2023-08-25 19:00:00,2024-03-09 03:00:00,onsale,Los Angeles,California,34.043003,-118.267253,N/A,USD,https://www.ticketmaster.com/los-angeles-lakers-vs-milwaukee-bucks-los-angeles-california-03-08-2024/event/2C005F109C300D45,G5eYZ9sejGZgA,N/A
73,Boston Bruins vs. Pittsburgh Penguins,2024-03-09,15:00:00,Hockey,NHL,1565.5,235.0,2023-06-28 18:00:00,2024-03-09 21:00:00,onsale,Boston,Massachusetts,42.365841,-71.060724,N/A,USD,https://www.ticketmaster.com/boston-bruins-vs-pittsburgh-penguins-boston-massachusetts-03-09-2024/event/01005ED7EF0A73C9,vvG17Z9cLReE2a,N/A
74,Disney On Ice presents Find Your Hero,2024-03-01,19:00:00,Ice Shows,Ice Shows,110.0,25.0,2023-10-17 14:00:00,2024-03-02 00:30:00,onsale,Pittsburgh,Pennsylvania,40.4388401,-79.9908551,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-pittsburgh-pennsylvania-03-01-2024/event/16005F0AED523A09,G5vbZ9YlcfNIa,N/A
75,Disney On Ice presents Find Your Hero,2024-03-03,15:00:00,Ice Shows,Ice Shows,125.0,28.0,2023-10-17 14:00:00,2024-03-03 20:30:00,onsale,Pittsburgh,Pennsylvania,40.4388401,-79.9908551,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-pittsburgh-pennsylvania-03-03-2024/event/16005F0AED623A3E,G5vbZ9YlcbNIX,N/A
76,Los Angeles Lakers vs Oklahoma City Thunder,2024-03-04,19:30:00,Basketball,NBA,5000.0,46.0,2023-08-25 19:00:00,2024-03-05 03:30:00,onsale,Los Angeles,California,34.043003,-118.267253,N/A,USD,https://www.ticketmaster.com/los-angeles-lakers-vs-oklahoma-city-los-angeles-california-03-04-2024/event/2C005F109C2A0D41,G5eYZ9sej1Ogv,N/A
77,New York Yankees vs. Toronto Blue Jays,2024-02-25,13:05:00,Baseball,MLB,110.0,45.0,2023-10-25 14:00:00,2024-02-25 19:05:00,offsale,Tampa,Florida,27.98008,-82.507423,"Please adhere to published limits. Persons who exceed the ticket limit may have any or all of their orders and tickets cancelled without notice by Ticketmaster in its discretion. This includes orders associated with the same name, e-mail, billing address, credit card number or other information. If you purchase tickets, you may receive customer service messages via email from the New York Yankees, and/or George M Steinbrenner Field, including optional surveys regarding your baseball experience. Ticket holder assumes all risk of injury from balls and bats entering the stands. Please note that protective netting of varying heights is used in the Stadium from Section 103 to behind home plate to Section 118. The number of innings in a regulation game shall be determined by MLB and may be shortened in accordance with MLB rules. Licensor makes no representation, warranty and/or guarantee that nine (9) innings will be played in any regulation game.",USD,https://www.ticketmaster.com/new-york-yankees-vs-toronto-blue-tampa-florida-02-25-2024/event/0D005F4DAF9D142E,vvG1VZ9VUREo8m,N/A
78,Pittsburgh Penguins vs. Edmonton Oilers,2024-03-10,13:00:00,Hockey,NHL,499.0,75.0,2023-08-02 14:00:00,2024-03-10 18:00:00,onsale,Pittsburgh,Pennsylvania,40.4388401,-79.9908551,"Promotion: Her Hockey Day presented by 84 Lumber Mobile Ticketing Alert: In an effort to ensure a ticketing experience that is more convenient, safe and secure for all Penguins fans, guests must present a mobile ticket on a smartphone for game entry. Screenshots and print outs will not be accepted. Bags are not permitted in PPG Paints Arena. Exceptions, after inspection, will be made for medical bags, diaper bags, and wristlets or wallets no larger than 4 x 6 x 1.5. PPG Paints Arena is a cashless venue. Credit and debit cards as well as Apple/Google Pay are accepted. Reverse ATMs are available to convert cash to a pre-paid Visa card. To make the most of your game day experience, be sure to download the Penguins app for online ticket management, mobile concession ordering, game previews and more!",USD,https://www.ticketmaster.com/pittsburgh-penguins-vs-edmonton-oilers-pittsburgh-pennsylvania-03-10-2024/event/16005ED7DA0363DD,G5vbZ9cLQZU2q,N/A
79,P!NK Live 2024,2024-11-03,19:30:00,Rock,Pop,419.0,63.95,2024-01-26 16:00:00,2024-11-04 01:30:00,onsale,Austin,Texas,30.280735,-97.730837,N/A,USD,https://www.ticketmaster.com/pnk-live-2024-austin-texas-11-03-2024/event/3A00602ECECD5597,G5dIZbeDCS4p9,N/A
80,Washington Wizards vs. Los Angeles Lakers,2024-04-03,19:00:00,Basketball,NBA,920.0,109.0,2023-09-07 14:00:00,2024-04-04 00:00:00,onsale,Washington,District of Columbia,38.897412,-77.020029,N/A,USD,https://www.ticketmaster.com/washington-wizards-vs-los-angeles-lakers-washington-district-of-columbia-04-03-2024/event/15005F11AC7B26A5,G5vfZ9skirwQP,N/A
81,Los Angeles Lakers vs Golden State Warriors,2024-04-09,19:00:00,Basketball,NBA,7350.0,125.0,2023-08-25 19:00:00,2024-04-10 02:00:00,onsale,Los Angeles,California,34.043003,-118.267253,N/A,USD,https://www.ticketmaster.com/los-angeles-lakers-vs-golden-state-los-angeles-california-04-09-2024/event/2C005F109C490D68,G5eYZ9sej38gI,N/A
82,Detroit Red Wings vs. Buffalo Sabres,2024-03-16,12:30:00,Hockey,NHL,360.0,68.0,2023-08-04 14:00:00,2024-03-16 17:30:00,onsale,Detroit,Michigan,42.341089,-83.055434,"Bags, Purses, Clutches larger than 4"" x 6"" x 1.5"" are prohibited. Diaper Bags and Medical Bags are permitted and should be no larger than 14"" x 14"" x 6"". The venue is CASHLESS. All tickets are MOBILE. Please download the Ticketmaster App to view and manage your tickets. Please plan to arrive early to reduce your wait time to enter the venue.",USD,https://www.ticketmaster.com/detroit-red-wings-vs-buffalo-sabres-detroit-michigan-03-16-2024/event/08005ED5C3BA3CAB,vvG1OZ9c9dmNwl,N/A
83,Disney On Ice presents Find Your Hero,2024-03-02,19:00:00,Ice Shows,Ice Shows,110.0,25.0,2023-10-17 14:00:00,2024-03-03 00:30:00,onsale,Pittsburgh,Pennsylvania,40.4388401,-79.9908551,"Discover the hero inside us all when Disney On Ice returns with the magical adventures of favorite Disney stars brought to life like never before. Step inside the music and magic of Encanto with Mirabel and her family as they learn that everyone has a special gift. Sail away with Moana and Maui on their brave journey across the ocean to return the heart of Te Fiti. Join Anna and Elsa on their quest to protect their kingdom. Be inspired by the Disney Princesses with stories of courage, determination and kindness as you swim under the sea with Ariel, explore an enchanted castle with Belle, and belt out your dreams with Rapunzel. Hosted by Mickey and Minnie, experience world-class ice skating, iconic music, and stunning costumes that will make Disney On Ice presents Find Your Hero an experience the whole family will treasure forever. *Note: Costumes not permitted for guests 14 years & older. Visit DisneyOnIce.com for more information.",USD,https://www.ticketmaster.com/disney-on-ice-presents-find-your-pittsburgh-pennsylvania-03-02-2024/event/16005F0AED5B3A39,G5vbZ9YlcpSIy,N/A
